SalePrice,LotArea,YearBuilt,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,avgAreaIncome,zipCode
137900,10680,1951,2136,2,0,4,7,2,76429,50037
184000,15384,2004,1490,2,1,3,8,2,92380,50040
145000,10482,1958,1138,1,0,3,6,1,76429,50037
214000,14598,2007,1933,2,1,4,9,3,104653,50046
147000,8872,1965,912,1,0,2,5,2,76429,50037
127000,7910,1960,1507,2,0,4,7,1,76429,50037
190000,18890,1977,2620,2,2,4,12,2,62302,50016
132500,7728,1962,1190,1,0,3,6,2,76429,50037
101800,9842,1962,1224,2,0,2,6,2,76429,50037
138887,13132,1914,1784,1,1,4,9,1,96432,50044
175500,2628,2003,1626,2,1,2,6,2,138025,50051
195000,12393,2004,1948,2,1,4,8,2,97203,50045
265900,9037,2006,1484,2,0,2,6,2,112753,50047
224900,8158,2003,1768,2,1,3,8,2,97203,50045
230000,11435,1929,1517,1,0,3,7,2,96432,50044
169900,12328,1976,1034,1,0,3,6,3,77061,50039
129500,9600,1917,2058,1,1,3,8,2,62452,50014
119000,7200,1950,988,1,0,3,6,1,76429,50037
244000,11160,1968,2110,2,1,3,8,2,76429,50037
171750,3136,2003,1405,2,0,2,6,2,138025,50051
130000,9858,1968,874,1,0,3,5,1,77061,50039
294000,17542,1974,2167,2,1,3,9,2,106363,50049
165400,6931,2003,1656,2,1,3,7,2,64108,50036
127500,6240,1931,1367,1,0,3,6,1,65080,50015
301500,14303,1994,1987,2,0,2,7,2,150805,50026
99900,4060,1922,864,1,0,2,4,0,64108,50036
190000,9587,2005,1166,2,0,2,5,2,92380,50040
151000,9750,1969,1054,1,1,3,6,2,76429,50037
181000,24682,1999,1675,2,1,3,7,2,92380,50040
128900,9600,1956,1050,1,0,2,5,1,76429,50037
161500,11250,1957,1788,1,0,5,8,1,106605,50048
180500,13515,1919,1824,1,0,3,8,2,65080,50015
183900,3735,1999,1452,2,1,3,6,2,104653,50046
122000,10120,1910,1889,1,1,4,9,1,62452,50014
378500,13214,2008,2018,2,0,3,10,3,112753,50047
381000,14100,1935,3447,3,1,4,11,3,96432,50044
144000,11344,1958,1524,1,1,3,7,1,76429,50037
260000,23595,1979,1524,0,1,0,4,2,106605,50048
185750,9156,1968,1489,2,0,3,7,2,91626,50043
137000,13526,1965,935,1,0,3,5,1,62302,50016
177000,11512,1959,1357,1,0,2,5,1,64108,50036
139000,5362,1910,1250,2,0,3,8,2,96432,50044
137000,11345,1948,1920,2,0,4,10,2,76429,50037
162000,12936,1972,1395,1,1,3,6,2,91626,50043
197900,17871,1967,1724,1,1,3,7,2,91626,50043
237000,9473,2002,2031,2,1,3,7,2,97203,50045
227000,9808,2002,1573,2,0,3,6,2,97203,50045
180000,8049,1990,1339,2,0,2,6,2,112753,50047
150500,8800,1977,1040,2,0,3,5,2,97203,50045
139000,9400,1971,1824,2,2,4,8,0,77061,50039
169000,9638,1919,2447,2,0,4,10,1,66850,50036
132500,6000,1939,1412,1,0,4,6,1,65080,50015
143000,9790,1963,1328,1,1,3,6,2,91626,50043
190000,36500,1964,1582,2,0,4,7,2,106605,50048
278000,5664,2000,1659,2,0,2,5,2,120437,50050
180500,14112,1964,1152,1,0,3,6,2,76429,50037
119500,1680,1972,1302,2,1,3,6,1,57629,50011
107500,6600,1892,2372,2,0,4,11,1,62452,50014
162900,10140,1976,1664,2,1,4,8,2,91626,50043
115000,8172,1955,864,1,0,2,5,2,64108,50036
138500,8400,1968,1052,1,1,3,5,1,76429,50037
155000,8700,1963,1128,2,0,3,6,2,76429,50037
154000,7500,1959,1246,1,1,3,6,1,76429,50037
225000,10762,1999,1983,2,1,3,9,2,92380,50040
177500,7500,1942,1494,1,0,3,7,1,96432,50044
290000,10120,1994,2526,2,1,4,8,3,150805,50026
232000,8688,2005,1616,2,0,3,7,3,104653,50046
130000,3363,2004,1708,2,0,3,7,2,64108,50036
325000,13173,2006,1652,2,0,2,6,2,138025,50051
138000,8072,1994,990,1,0,3,5,2,97203,50045
147000,12000,1948,1122,1,0,2,6,2,62452,50014
179200,7153,1991,1294,2,0,3,6,2,92322,50041
335000,17500,1959,1902,2,0,3,7,2,96432,50044
302000,9572,1990,2810,2,1,4,9,2,150805,50026
333168,14774,1999,2599,2,1,4,10,3,150805,50026
119000,8190,1954,948,1,0,3,5,1,64108,50036
206900,11075,1969,2112,2,1,4,9,2,76429,50037
295493,10226,2008,1630,2,0,3,8,3,97203,50045
275000,14781,2001,1787,2,0,3,7,3,97203,50045
111000,10215,1954,948,1,0,3,5,1,64108,50036
156500,8400,1957,1478,1,1,3,6,2,76429,50037
72500,6627,1949,720,1,0,2,4,1,65080,50015
190000,10186,1992,1923,2,1,3,8,2,150805,50026
82500,5330,1940,708,1,0,2,5,0,65080,50015
55000,3636,1922,796,1,0,2,5,0,51360,50017
79000,4270,1931,774,1,0,3,6,0,64108,50036
130500,6600,1982,816,1,0,3,5,1,77061,50039
256000,10440,1920,2792,2,0,5,8,2,62452,50014
176500,9084,1998,1632,2,1,3,8,2,92380,50040
227000,10000,2006,1588,2,0,3,7,3,104653,50046
132500,10780,1976,954,1,0,3,6,2,97203,50045
100000,8877,1938,816,1,0,2,3,1,64108,50036
125500,7200,1938,1360,1,1,2,6,1,51360,50017
125000,2368,1970,1365,1,1,3,7,2,57629,50011
167900,9650,1977,1334,2,0,2,6,2,91626,50043
135000,9246,1973,1656,2,0,4,8,2,91626,50043
52500,4118,1941,693,1,0,2,4,0,62452,50014
200000,13450,2002,1861,2,1,3,8,2,97203,50045
128500,9560,1972,864,1,0,3,5,1,97203,50045
123000,8294,1971,872,1,0,3,5,4,76429,50037
155000,13695,2003,1114,1,0,3,6,2,92322,50041
228500,9375,2002,2169,2,1,3,7,2,97203,50045
177000,7558,1928,1913,1,1,3,9,2,96432,50044
108500,6000,1920,960,1,0,2,5,1,62452,50014
262500,20781,1968,2156,2,0,3,9,2,91626,50043
215000,16196,1998,1494,2,0,3,5,2,92322,50041
122000,5250,1872,2358,2,0,4,8,0,62452,50014
200000,11643,1969,2634,2,2,6,12,4,76429,50037
171000,9247,1962,1716,1,1,4,8,2,76429,50037
134900,6000,1937,1176,1,0,2,4,2,65080,50015
410000,14720,1995,3238,2,1,4,9,3,150805,50026
235000,10316,2000,1865,2,1,3,7,3,97203,50045
170000,10192,1968,1920,3,0,4,8,2,91626,50043
110000,9477,1966,892,1,0,3,5,1,76429,50037
149900,12537,1971,1078,1,1,3,6,2,76429,50037
177500,2117,2000,1573,2,1,3,5,2,104653,50046
315000,16737,2004,1980,2,0,3,8,3,138025,50051
189000,9842,1921,2601,3,1,4,8,2,66850,50036
260000,16158,2005,1530,2,0,3,7,2,120437,50050
104900,12513,1920,1738,2,0,4,7,1,76429,50037
216000,7500,2000,1674,2,1,3,7,2,104653,50046
127000,2665,1977,1475,2,0,4,6,1,53958,50010
144000,4435,2003,848,1,0,1,4,2,97203,50045
232000,10635,2003,1668,2,0,3,8,2,97203,50045
105000,5400,1920,1374,1,0,2,6,1,62452,50014
165500,9600,1955,1661,1,0,3,8,1,76429,50037
274300,9750,1998,2097,2,1,3,8,2,97203,50045
466500,11400,2001,2633,2,1,2,8,3,150805,50026
250000,10625,2005,1958,2,1,3,9,3,104653,50046
91000,6292,1930,790,1,0,2,4,1,66850,50036
117000,10998,1941,1604,2,0,3,6,2,64108,50036
83000,1953,1973,987,1,1,2,5,1,57629,50011
167500,9735,2006,1394,2,1,3,7,2,112753,50047
58500,8212,1914,864,1,0,2,5,1,64108,50036
237500,12925,1970,2117,2,1,4,7,2,76429,50037
157000,7200,1920,1762,1,1,4,8,2,62452,50014
112000,25339,1918,1416,2,0,3,7,2,62302,50016
105000,9060,1939,1258,1,0,2,6,1,64108,50036
125500,5436,1922,1154,1,0,3,7,1,51360,50017
250000,16692,1978,2784,3,1,5,12,2,91626,50043
377500,14892,2006,1746,2,0,3,7,3,92380,50040
131000,6000,1941,1218,1,0,3,6,2,65080,50015
235000,9100,2000,1525,2,0,3,6,2,97203,50045
124000,8944,1967,1584,2,0,4,8,3,76429,50037
123000,7838,1967,900,1,0,3,6,1,76429,50037
163000,10800,1905,1912,2,0,3,7,2,62452,50014
281213,12665,2005,2482,2,1,4,9,3,112753,50047
160000,57200,1948,1687,1,0,3,7,2,112753,50047
137500,6120,1920,1513,1,1,4,8,1,65080,50015
138000,7200,1950,1904,1,1,3,7,1,76429,50037
137450,6171,1925,1608,2,1,3,7,1,66850,50036
120000,6000,1929,1158,1,0,3,5,1,65080,50015
193000,7415,2004,1593,2,1,3,8,2,92380,50040
282922,15256,2007,1464,2,0,3,6,3,104653,50046
275000,3842,2004,1646,2,0,2,5,2,96432,50044
133000,8445,1972,768,1,0,2,5,2,97203,50045
112000,8780,1985,833,1,0,3,5,0,77061,50039
125500,7740,1910,1363,1,0,3,6,2,62452,50014
215000,20544,1986,2093,2,1,3,7,2,91626,50043
230000,12420,2001,1840,2,1,3,6,2,97203,50045
140000,9600,1950,1668,1,1,3,6,1,76429,50037
90000,7200,1949,1040,2,0,2,6,2,76429,50037
207000,13053,1923,1848,1,1,4,8,2,65080,50015
175900,3635,2007,1569,2,0,1,7,3,92169,50042
122500,11340,1885,2290,2,0,4,11,2,62452,50014
340000,16545,1998,2450,2,1,3,7,3,150805,50026
124000,9204,1963,1144,1,1,3,6,1,76429,50037
223000,16381,1969,1844,2,0,3,7,2,96432,50044
179900,11700,1968,1416,2,1,3,7,2,91626,50043
127500,4043,1977,1069,2,0,2,4,2,69607,50038
136500,4435,2003,848,1,0,1,3,2,97203,50045
144000,9503,1958,1344,1,0,2,6,1,76429,50037
142000,10721,1959,1252,1,0,3,7,2,76429,50037
271000,10944,1994,2127,2,1,3,5,2,150805,50026
140000,10930,1945,1558,1,1,3,6,1,76429,50037
182900,12546,1981,1440,2,0,3,7,2,91626,50043
192140,21930,2005,1838,2,1,4,7,2,92380,50040
143750,4928,1976,958,2,0,2,5,2,69607,50038
64500,10800,1927,968,2,0,4,5,1,62452,50014
186500,10261,2000,1792,2,1,3,8,2,92380,50040
160000,17400,1977,1126,2,0,3,5,2,77061,50039
120500,9000,1971,864,1,0,3,5,2,76429,50037
149700,7407,1957,1236,1,0,2,6,2,62452,50014
197000,11584,1979,1725,2,1,3,6,2,91626,50043
191000,11526,1922,2555,2,0,3,11,2,96432,50044
149300,4426,2004,848,1,0,1,3,2,97203,50045
310000,11003,2008,2007,2,1,3,10,3,104653,50046
121000,8854,1916,952,1,0,2,4,1,65080,50015
179600,8500,2004,1422,2,0,3,7,2,97203,50045
129000,8400,1966,913,1,0,3,6,1,62302,50016
157900,26142,1962,1188,1,0,3,6,1,77061,50039
240000,10000,1995,2090,2,1,3,8,2,97203,50045
112000,11767,1910,1346,1,1,2,6,1,64108,50036
136000,9000,1974,1792,2,2,4,8,0,76429,50037
145000,3675,2005,1072,1,0,2,5,2,64108,50036
185000,7500,2004,1221,2,0,2,6,2,104653,50046
175000,7917,1999,1647,2,1,3,7,2,92380,50040
210000,13175,1978,2073,2,0,3,7,2,91626,50043
266500,9042,1941,2340,2,0,4,9,1,96432,50044
142125,9717,1950,1078,1,0,2,5,1,76429,50037
147500,9937,1965,1256,1,1,3,6,1,64108,50036
